,language_pair,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,loan_unicode_Latin,loan_unicode_Greek,loan_unicode_Cyrillic,loan_unicode_Arabic,loan_unicode_Devanagari,loan_unicode_Bengali,loan_unicode_Gurmukhi,loan_unicode_Tamil,loan_unicode_Telugu,loan_unicode_Malayalam,loan_unicode_Myanmar,loan_unicode_Chinese,original_unicode_Latin,original_unicode_Greek,original_unicode_Cyrillic,original_unicode_Arabic,original_unicode_Devanagari,original_unicode_Bengali,original_unicode_Gurmukhi,original_unicode_Tamil,original_unicode_Telugu,original_unicode_Malayalam,original_unicode_Myanmar,original_unicode_Chinese,label
0,All_languages,मजबूर,خواب,məd͡ʒbuːr,xvɒb,Compelled,Sleep,0.8888888888888888,0.5,0.4270833333333333,0.4861111111111111,4.354166666666667,0.4583333333333333,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,random
1,All_languages,सितार,سرمه,sitaːr,srmh,Sitar,سرمه,0.8333333333333334,0.6,0.3166666666666667,0.3916666666666667,3.9,0.3458333333333333,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,random
2,All_languages,सबब,پاپا,səbəb,pɒpɒ,Cause,Dad,1.0,0.4,0.2666666666666667,0.29166666666666663,2.425,0.2875,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,random
3,All_languages,बजाय,کار,bəd͡ʒaːj,kɒr,rather than,Work,1.0,0.4,0.475,0.5333333333333333,4.425,0.5125,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,random
4,All_languages,ख़मीर,کانال,xəmiːr,kɒnɒl,yeast,Channel,1.0,0.2,0.1208333333333333,0.1416666666666666,1.475,0.1208333333333333,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hard_negative
5,All_languages,तह,تا,təɦ,tɒ,Fold,until the,0.6666666666666666,0.3333333333333333,0.3402777777777778,0.375,2.833333333333333,0.375,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hard_negative
6,All_languages,मीर,مار,miːr,mɒr,mir,Kill,0.5,0.0,0.0694444444444444,0.0694444444444444,0.8333333333333334,0.0694444444444444,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hard_negative
7,All_languages,आसान,آژان,aːsaːn,ɒʒɒn,Ease,آژان,0.8333333333333334,0.0,0.09375,0.09375,1.0,0.09375,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hard_negative
8,All_languages,बेरूख़ी,باراک,beruːxiː,bɒrɒk,rudeness,Barack,0.75,0.1666666666666666,0.2048611111111111,0.2222222222222222,1.9583333333333333,0.2222222222222222,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hard_negative
9,All_languages,फ़िक्र,فاخره,fikrə,fɒxrh,concern,luxury,0.6,0.2,0.0833333333333333,0.0916666666666666,1.625,0.0833333333333333,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hard_negative
10,All_languages,बेनिसन,بنیسون,benisən,bnjsvn,Bennison,Benison,0.4285714285714285,0.4285714285714285,0.1785714285714285,0.2083333333333333,2.4464285714285716,0.1934523809523809,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,synonym
11,All_languages,फ़ानी,توانا,faːniː,tvɒnɒ,Fani,Powerful,0.8333333333333334,0.2,0.2583333333333333,0.275,2.3,0.275,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hard_negative
12,All_languages,खतरा,خطر,kʰətraː,xtr,to risk,the danger,0.7142857142857143,0.4,0.375,0.4166666666666666,3.15,0.4166666666666666,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,synonym
