,all_language_evaluate,train_evaluate_pair,language_pair,class,precision,recall,f1_score,support,acc
0,True,False,,0,0.97,0.97,0.97,13603.0,
1,True,False,,1,0.83,0.82,0.83,2386.0,0.95
2,False,False,Hindi-Persian,0,0.91,0.93,0.92,290.0,
3,False,False,Hindi-Persian,1,0.83,0.77,0.8,124.0,0.89
4,False,False,English-French,0,0.98,0.97,0.98,1183.0,
5,False,False,English-French,1,0.94,0.95,0.94,507.0,0.97
6,False,False,Finnish-Swedish,0,0.98,0.95,0.96,1117.0,
7,False,False,Finnish-Swedish,1,0.65,0.81,0.72,124.0,0.94
8,False,False,Kazakh-Russian,0,1.0,0.99,0.99,1626.0,
9,False,False,Kazakh-Russian,1,0.88,0.96,0.91,180.0,0.98
10,False,False,Azerbaijani-Arabic,0,0.88,0.95,0.92,630.0,
11,False,False,Azerbaijani-Arabic,1,0.51,0.3,0.38,111.0,0.85
12,False,False,Chinese-English,0,0.92,0.98,0.95,861.0,
13,False,False,Chinese-English,1,0.55,0.18,0.27,95.0,0.9
14,False,False,German-French,0,0.99,0.98,0.99,1226.0,
15,False,False,German-French,1,0.84,0.91,0.87,136.0,0.97
16,False,False,English-German,0,0.99,0.97,0.98,2647.0,
17,False,False,English-German,1,0.79,0.95,0.86,294.0,0.97
18,False,False,Romanian-Hungarian,0,0.97,0.96,0.96,1312.0,
19,False,False,Romanian-Hungarian,1,0.64,0.7,0.67,145.0,0.93
20,False,False,Polish-French,0,0.96,0.98,0.97,1847.0,
21,False,False,Polish-French,1,0.78,0.66,0.71,205.0,0.95
22,False,False,Indonesian-Dutch,0,0.93,0.94,0.94,399.0,
23,False,False,Indonesian-Dutch,1,0.92,0.89,0.9,266.0,0.92
24,False,False,Romanian-French,0,0.97,0.97,0.97,465.0,
25,False,False,Romanian-French,1,0.93,0.93,0.93,199.0,0.96
26,False,True,Hindi-Persian,0,0.96,0.93,0.95,290.0,
27,False,True,Hindi-Persian,1,0.86,0.92,0.89,124.0,0.93
28,False,True,English-French,0,0.98,0.97,0.98,1183.0,
29,False,True,English-French,1,0.94,0.95,0.95,507.0,0.97
30,False,True,Finnish-Swedish,0,0.97,0.97,0.97,1117.0,
31,False,True,Finnish-Swedish,1,0.77,0.77,0.77,124.0,0.95
32,False,True,Kazakh-Russian,0,0.99,1.0,0.99,1626.0,
33,False,True,Kazakh-Russian,1,0.96,0.95,0.95,180.0,0.99
34,False,True,Azerbaijani-Arabic,0,0.95,0.95,0.95,630.0,
35,False,True,Azerbaijani-Arabic,1,0.72,0.7,0.71,111.0,0.91
36,False,True,Chinese-English,0,0.9,1.0,0.95,861.0,
37,False,True,Chinese-English,1,0.0,0.0,0.0,95.0,0.9
38,False,True,German-French,0,0.99,0.99,0.99,1226.0,
39,False,True,German-French,1,0.87,0.89,0.88,136.0,0.98
40,False,True,English-German,0,0.99,0.99,0.99,2647.0,
41,False,True,English-German,1,0.94,0.92,0.93,294.0,0.99
42,False,True,Romanian-Hungarian,0,0.96,0.97,0.97,1312.0,
43,False,True,Romanian-Hungarian,1,0.7,0.66,0.68,145.0,0.94
44,False,True,Polish-French,0,0.97,0.98,0.97,1847.0,
45,False,True,Polish-French,1,0.78,0.74,0.76,205.0,0.95
46,False,True,Indonesian-Dutch,0,0.97,0.93,0.95,399.0,
47,False,True,Indonesian-Dutch,1,0.9,0.95,0.93,266.0,0.94
48,False,True,Romanian-French,0,0.98,0.96,0.97,465.0,
49,False,True,Romanian-French,1,0.91,0.95,0.93,199.0,0.96
