,Unnamed: 0.1,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,label,label_bin,Unnamed: 0,DNNlogits_modelpredicted
0,4202,cougar,cafard,ˈkugər,kafaʀ,cougar,cockroach,0.8333333333333334,0.2,0.2833333333333333,0.3166666666666666,2.575,0.3,4,hard_negative,0,,-5.1549683
1,829,residue,résidu,ˈrɛzəˌdu,ʀezidy,residue,residue,0.75,0.0,0.0625,0.0763888888888889,0.6458333333333334,0.0625,2,synonym,0,,2.8459153
2,1984,galvanize,galvaniser,ˈgælvəˌnaɪz,ɡalvanizəʀ,galvanize,galvanize,0.8181818181818182,0.3,0.23125,0.2541666666666666,2.1625,0.25,2,loan,1,,-1.8574554
3,9659,angélique,amunition,angélique*,amynisjɔ̃,angelic,ammunition,0.8,0.625,0.1145833333333333,0.125,1.609375,0.1145833333333333,8,hard_negative,0,,-9.178938
4,1181,deportment,déporter,dəˈpɔrtmənt,depɔʀtəʀ,deportment,deport,0.5454545454545454,0.3,0.23125,0.2625,2.05,0.25,4,hard_negative,0,,-3.5055895
5,8735,ricochet,nicotine,ˈrɪkəˌʃeɪ,nikɔtin,ricochet,nicotine,0.8888888888888888,0.2857142857142857,0.1041666666666666,0.125,1.7857142857142858,0.1041666666666666,5,hard_negative,0,,-4.6185713
6,2686,racloir,aligot,racloir*,aliɡo,scraper,aligot,0.625,0.5714285714285714,0.3452380952380953,0.4107142857142857,4.339285714285714,0.3839285714285714,6,hard_negative,0,,-10.519239
7,3939,champagne,sarbacane,ʃæmˈpeɪn,saʀbakan,champagne,sarbacane,0.875,0.25,0.1770833333333333,0.1927083333333333,1.65625,0.1901041666666666,6,hard_negative,0,,-8.799334
8,10044,contretemps,gastronome,ˈkɑntrəˌtɛmps,ɡastʀɔnɔm,setback,gastronome,0.8461538461538461,0.3636363636363636,0.2272727272727272,0.2537878787878788,2.3068181818181817,0.2443181818181818,8,hard_negative,0,,-12.387944
9,5190,lorgnette,religieuse,lɔrnˈjɛt,ʀəliʒjœz,lorgnette,religious,0.875,0.25,0.2005208333333333,0.2291666666666666,2.203125,0.2135416666666666,7,hard_negative,0,,-3.7445617
10,1667,enjamb,enjamber,enjamb*,ɑ̃ʒɑ̃bəʀ,when,climb over,0.875,0.8333333333333334,0.2395833333333333,0.2708333333333333,4.833333333333333,0.2395833333333333,2,loan,1,,-2.3051465
11,3767,brusque,brisque,brəsk,bʀisk,brusque,brisque,0.4,0.0,0.0583333333333333,0.075,0.625,0.0583333333333333,1,hard_negative,0,,0.8840029
12,1610,émeute,plural,éémeute*,plyʀal,riot,plural,1.0,0.6666666666666666,0.3244047619047619,0.369047619047619,5.160714285714286,0.3392857142857143,6,loan,1,,2.6668139
13,7947,hors-texte,bénédictin,hors-texte*,benediktɛ̃,inset,Benedictine,0.9090909090909092,0.3333333333333333,0.1041666666666666,0.1203703703703703,1.9444444444444444,0.1041666666666666,10,hard_negative,0,,-20.554668
14,9163,a la minute,acétylène,ə lɑ ˈmɪnət,azetilə̀n,a minute,acetylene,0.9090909090909092,0.5,0.1041666666666666,0.1093749999999999,1.734375,0.1041666666666666,8,hard_negative,0,,-4.5662117
15,3033,ponce,alphonse,ˈpɑnseɪ,alfɔ̃s,ponce,alphonse,1.0,0.6666666666666666,0.28125,0.3194444444444445,3.458333333333333,0.2986111111111111,4,loan,1,,-13.268248
16,10746,pantaloon,porte-monnaie,ˈpæntəˌlun,pɔʀtə-mɔn,pantaloon,wallet,0.6,0.25,0.0963541666666666,0.1041666666666666,1.1875,0.0963541666666666,9,hard_negative,0,,-9.748211
17,7412,divorcée,diversion,divorcée*,divɛʀsjɔ̃,divorcee,diversion,0.6666666666666666,0.25,0.0963541666666666,0.1145833333333333,1.296875,0.0963541666666666,5,hard_negative,0,,-4.1813426
18,1387,énarque,banalité,éénarque*,banalite,enarque,banality,0.6666666666666666,0.5,0.1536458333333333,0.1822916666666666,3.234375,0.1536458333333333,6,hard_negative,0,,-15.648842
19,435,bois durci,biandrie,bwɑ durci*,bjɑ̃dʀi,hardened wood,biandrie,0.6,0.25,0.265625,0.3020833333333333,2.296875,0.2916666666666667,6,hard_negative,0,,-2.5847802
20,914,solid,solide,ˈsɑləd,sɔlid,solid,solid,0.5,0.0,0.0541666666666666,0.0583333333333333,0.55,0.0541666666666666,1,synonym,0,,-1.2073404
