,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,loan_unicode,original_unicode,label
0,অংক,অংক,oŋkɔ,ɔŋkɔ,Math,Math,0.25,0.0,0.0104166666666666,0.0104166666666666,0.0625,0.0104166666666666,0,Bengali,Bengali,loan
1,অঙ্ক,অংক,oŋkɔ,ɔŋkɔ,The numbers,Math,0.25,0.0,0.0104166666666666,0.0104166666666666,0.0625,0.0104166666666666,2,Bengali,Bengali,loan
2,অংশু,আঁহ,oŋʃu,ãɦɔ,Anshu,Fiber,1.0,0.75,0.3333333333333333,0.3645833333333333,3.25,0.359375,4,Bengali,Bengali,loan
3,অক্ষ,অক্ষ,okkʰɔ,ɔkʰjɔ,Axis,Axis,0.6,0.25,0.0833333333333333,0.0833333333333333,1.625,0.0833333333333333,0,Bengali,Bengali,loan
4,অগ্নি,অগ্নি,oɡn̪i,ɔgni,Fire,Fire,0.6,0.25,0.2447916666666666,0.2708333333333333,1.9375,0.2708333333333333,0,Bengali,Bengali,loan
5,অগ্নি,আগুনি,oɡn̪i,aguni,Fire,Fire,0.8,0.25,0.1145833333333333,0.125,2.53125,0.1145833333333333,2,Bengali,Bengali,loan
6,আগুন,অগ্নি,aɡun̪,ɔgni,Fire,Fire,0.8,0.5,0.3697916666666666,0.3958333333333333,3.78125,0.390625,3,Bengali,Bengali,loan
7,আগুন,আগুনি,aɡun̪,aguni,Fire,Fire,0.4,0.5,0.2604166666666667,0.3020833333333333,3.6875,0.2604166666666667,1,Bengali,Bengali,loan
8,অনুবাদ,অনুবাদ,on̪ubad̪,ɔnubad,Translation,Translation,0.375,0.0,0.0208333333333333,0.0208333333333333,0.125,0.0208333333333333,0,Bengali,Bengali,loan
9,অনুমতি,অনুমতি,on̪umt̪i,ɔnumti,Permission,Permission,0.375,0.0,0.0208333333333333,0.0208333333333333,0.125,0.0208333333333333,0,Bengali,Bengali,loan
10,অবতার,অৱতাৰ,obt̪ar,ɔwtaɹ,Avatar,The incarnation,0.6666666666666666,0.2,0.1083333333333333,0.125,2.2,0.1083333333333333,2,Bengali,Bengali,loan
11,অশোক,অশোক,oʃok,ɔxʊk,Ashoka,Ashoka,0.75,0.25,0.0677083333333333,0.0729166666666666,0.65625,0.0677083333333333,0,Bengali,Bengali,loan
12,অস্থি,অস্থি,oʃt̪ʰi,ɔxtʰi,Bones,Bones,0.5,0.25,0.0572916666666666,0.0624999999999999,0.53125,0.0572916666666666,0,Bengali,Bengali,loan
13,আঁই,আমি,ãi,ami,I am,I,0.6666666666666666,0.6666666666666666,0.3125,0.3472222222222222,2.583333333333333,0.3472222222222222,2,Bengali,Bengali,loan
