,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,DNN_logits,MBERT_cos_sim,XLM_cos_sim,loan_unicode_Latin,loan_unicode_Greek,loan_unicode_Cyrillic,loan_unicode_Arabic,loan_unicode_Devanagari,loan_unicode_Bengali,loan_unicode_Gurmukhi,loan_unicode_Tamil,loan_unicode_Telugu,loan_unicode_Malayalam,loan_unicode_Myanmar,loan_unicode_Chinese,original_unicode_Latin,original_unicode_Greek,original_unicode_Cyrillic,original_unicode_Arabic,original_unicode_Devanagari,original_unicode_Bengali,original_unicode_Gurmukhi,original_unicode_Tamil,original_unicode_Telugu,original_unicode_Malayalam,original_unicode_Myanmar,original_unicode_Chinese,label
354,बेकार,بیکار,bekaːr,bjkɒr,Waste,Unemployed,0.5,0.2,0.05,0.0583333333333333,0.875,0.05,5,-0.34606165,0.9234213,0.44326457,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hard_negative
487,Radiant,Radiant,ˈreɪˌdiənt,ʀadjɑ̃,Radiant,Radiant,0.9,0.5,0.3958333333333333,0.4479166666666667,3.5,0.4296875,0,-2.8001304,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,synonym
489,Fraction,Fraction,ˈfrækʃən,fʀaksjɔ̃,Fraction,Fraction,0.875,0.2857142857142857,0.1041666666666666,0.1309523809523809,1.8571428571428568,0.1041666666666666,0,-0.9009378,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,synonym
495,transparent,transparent,trænˈspɛrənt,tʀɑ̃spaʀɑ̃,transparent,transparent,0.75,0.2727272727272727,0.3106060606060606,0.3522727272727273,2.636363636363636,0.3333333333333333,0,-0.1395461,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,synonym
654,annual,annuel,ˈænjuəl,ɑnyl,annual,annual,0.7142857142857143,0.3333333333333333,0.3159722222222222,0.3541666666666667,2.625,0.3506944444444445,1,0.25427413,0.7518376,0.7500673000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,synonym
669,Connected,Connecté,kəˈnɛktɪd,kɔnɛkte,Connected,Connected,0.4444444444444444,0.125,0.1302083333333333,0.140625,1.0625,0.140625,2,-1.2242431999999999,0.93801844,0.6066391,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,synonym
673,flatterer,flatteur,flatterer*,flatœʀ,flatterer,flattering,0.6,0.3333333333333333,0.3171296296296296,0.3703703703703703,2.708333333333333,0.36111111111111105,2,0.19907248,0.93053865,0.82348716,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,synonym
680,Argument,Argument,ˈɑrgjəmənt,aʀɡmɑ̃,Argument,Argument,0.9,0.5,0.4088541666666666,0.4583333333333333,3.921875,0.4427083333333333,0,-0.9379424999999999,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,synonym
759,latent,latent,ˈleɪtənt,latɑ̃,latent,latent,0.75,0.4285714285714285,0.4166666666666666,0.4583333333333333,3.3928571428571432,0.4553571428571428,0,-1.4996438,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,synonym
770,desert,désert,ˈdɛzərt,dezɛʀ,desert,desert,0.7142857142857143,0.1666666666666666,0.1944444444444444,0.2222222222222222,1.6458333333333333,0.2083333333333333,1,-0.7392936999999999,0.73726535,0.683022,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,synonym
785,Intense,Intense,ˌɪnˈtɛns,ɛ̃tɑ̃s,Intense,Intense,0.75,0.3333333333333333,0.3506944444444444,0.3819444444444444,2.9166666666666665,0.3784722222222221,0,-2.7774737000000003,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,synonym
823,Polished,Poli,ˈpɑlɪʃt,pɔli,Polished,Poli,0.7142857142857143,0.3333333333333333,0.3368055555555555,0.3680555555555555,2.708333333333333,0.3645833333333333,4,-0.37805300000000003,0.8805695,0.6409851,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,synonym
837,Immoral,Immoral,ˌɪˈmɔrəl,ɛmɔʀal,Immoral,Immoral,0.625,0.0,0.0555555555555555,0.0694444444444444,0.6041666666666666,0.0555555555555555,0,-2.7010102000000002,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,synonym
1066,chute,joute,ʃut,ʒut,chute,joust,0.3333333333333333,0.0,0.0138888888888888,0.0138888888888888,0.0833333333333333,0.0138888888888888,2,-0.76200676,0.8618123,0.6648595,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hard_negative
1098,Gaiety,Gaieté,gaiety*,ɡeəte,Gaiety,Gaiety,0.8571428571428571,0.2,0.1166666666666666,0.125,2.325,0.1166666666666666,1,-1.6515814999999998,0.82206434,0.7639397,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,synonym
1129,prudent,prudent,ˈprudənt,pʀydɑ̃,prudent,prudent,0.75,0.2857142857142857,0.3125,0.3511904761904762,2.625,0.3363095238095238,0,-2.4721618,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,synonym
1237,haste,hâte,heɪst,at,haste,hurry,0.8,0.6,0.55,0.6083333333333334,4.45,0.6083333333333334,2,0.43748236,0.7025313,0.66145056,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,synonym
1307,Active,Actif,ˈæktɪv,aktif,Active,Asset,0.6666666666666666,0.0,0.0166666666666666,0.0166666666666666,0.1,0.0166666666666666,2,0.32741243,0.68476355,0.6099787,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,synonym
1310,Remarkable,Remarquable,rɪˈmɑrkəbəl,ʀəmaʀkabl,Remarkable,Outstanding,0.6363636363636364,0.1,0.15,0.1791666666666666,1.4,0.1604166666666666,2,-0.67870283,0.6714098000000001,0.70450556,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,synonym
1313,obstacle,obstacle,ˈɑbstəkəl,ɔbstakl,obstacle,obstacle,0.4444444444444444,0.125,0.1458333333333333,0.1614583333333333,1.25,0.1588541666666666,0,-3.4356858999999997,0.7980248000000001,0.45501813,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,synonym
